area_id,pipe_km,p90_diam,large_share,area_km2,density,readiness
70,0.685622708594573,200.0,1.0,0.25883669612984694,2.648862077310036,0.39574359193860015
71,6.6070538858607755,100.0,0.05279177136195044,3.146233334554993,2.099988520652835,0.07514782621702942
72,1.9971376601997577,200.0,0.11812196869189892,0.3376065683159416,5.915577028497801,0.21863503158529102
73,3.6690191157300873,150.0,0.0,0.5465096416854478,6.713548738892787,0.1936917728948684
74,1.7674778215516425,100.0,0.0,0.4777707231676688,3.699426808392703,0.10212965189707587
75,4.085747937415128,650.0,0.6883247060700671,0.5482721404958125,7.452043676193927,0.5286554517805633
76,0.3640973615642699,80.0,0.0,0.26343887752447703,1.3820942640876548,0.03574336489024219
77,2.527460603004264,134.12607715060244,0.0,0.6272304087218045,4.0295568707436,0.11838644024680658
78,1.1508223352463531,300.0,0.6348379370848259,0.19028624573946698,6.0478482339812265,0.3989300506994456
79,1.4559392072214812,750.0,0.6852555581271037,0.3534080624492445,4.119711353304451,0.46026231353324587
80,3.233993292769564,150.0,0.0,1.2609777929639616,2.5646710916042204,0.08262010801223796
81,1.1875952808541004,100.0,0.0,0.24098420117143388,4.928104311739741,0.1350231878126934
82,1.0748338995662858,100.0,0.0,0.3301427908247652,3.2556636989743972,0.09024944920929681
83,2.4149134462440416,300.0,0.5705517795204998,0.360434751819651,6.700001689771524,0.3971033276202594
84,0.2782180620262694,80.0,0.0,0.39333255609645545,0.7073354537122095,0.017679061520967373
85,4.536436712545533,300.0,0.18311809965838993,1.211621373400101,3.7441042326739424,0.2017394241877547
87,1.984197462527869,193.0429924658909,0.9506537856578314,0.1790149871523809,11.083973996204481,0.6052479068948201
88,3.528762450786542,375.0,0.9925620074846716,0.3190516437969166,11.060160696218437,0.6567387269602761
91,2.347975644030474,300.0,0.15029352666418513,4.148819231605482,0.5659382858003843,0.10680779264080781
93,0.03603440626579844,100.0,0.0,0.6462143270941783,0.05576231407284605,0.004583299349821398
96,18.05957224740398,300.0,0.3017802614864306,5.232053085496259,3.451718083187422,0.2295104578549921
97,14.523353885567929,777.649672263937,0.7327081147383679,14.719228177651148,0.9866926247953256,0.39663327780060376
98,0.4300109452731402,150.0,0.0,0.2120843623447659,2.0275466824570083,0.06824048358246732
99,3.3958937082381158,200.0,0.9980972485141665,12.45487794008722,0.2726557196765539,0.33155816546465905
100,6.933429135700152,500.0,0.41709268613251405,2.3762702319527618,2.917778055066753,0.29328807233524623
101,3.2808873710619184,344.68631501692465,0.39964463102272746,2.0364062681677284,1.611116319148792,0.219308520688209
102,0.17354964681652738,80.0,0.0,0.3081669315595773,0.5631676505270176,0.013819473631525591
103,0.6224012381121711,156.03832090623627,0.9785111517500855,0.10215542029014256,6.0926893193177865,0.4719364608797513
111,1.269845666209408,100.0,0.0,0.15130580777124475,8.392577158236081,0.22777231172395104
117,1.1212030507138415,144.35018613580314,0.0,0.22950081880963655,4.885398912863326,0.14352124517314943
119,0.530292652494282,100.0,0.0,0.12406974623128664,4.274149569917943,0.11751584049925604
120,6.800782710176771,600.0,0.9233619998674288,0.5666570212873737,12.00158553533184,0.7100951202721053
121,2.3763520235781086,250.0,0.441937707436552,3.497191791966394,0.6795029168937681,0.18647177681918553
122,0.7318803690136088,450.0,1.0,0.34841321052352897,2.1006102722508095,0.4354138965511326
123,5.6308027161504235,100.0,0.0,8.485636454632816,0.6635686959080402,0.02085518598905332
124,0.3559723518412403,80.0,0.0,0.2707179836281244,1.3149194858448223,0.033944995525836116
125,0.013917423397828385,100.0,0.0,0.24796811110090036,0.05612585963589998,0.004593032008719035
127,3.624262021273158,499.932795543775,0.43300382460829684,2.4966763620204366,1.4516346917868932,0.2587959517758077
129,14.827459470159669,180.0,0.15076940013528184,2.5443753880891027,5.8275439778151235,0.221724658391937
131,23.981349613357214,200.0,0.15939472224317494,16.64656661972081,1.4406183666094274,0.11121551591148728
132,36.01799236788081,250.0,0.25976097843250834,9.824440050360712,3.666162364801481,0.21177610213204492
133,11.394036670271552,750.0,0.44570301795399825,4.9154801176693335,2.3179905924782815,0.3401617898008034
134,3.684047143425494,150.0,0.034382486673251764,0.6708749769995147,5.491406401685122,0.17128793916096793
135,1.0017790298679838,128.83331552884536,0.0,0.23463946541105257,4.269439619260211,0.12365786014152749
137,22.826693457777978,750.0,0.581794632512946,5.13580859367731,4.444615300866139,0.43792220085904643
138,2.402529928632936,100.0,0.0,0.6101060501142428,3.937889041065992,0.10851364280892192
139,13.255682003567006,590.731301217699,0.6614952337607711,3.2967586858980815,4.020822652342836,0.4158631875065759
140,9.376652757881956,300.0,0.39428242847782596,2.3716758664584647,3.9535979138176933,0.2706971822592893
141,3.998737161204931,124.10421954876882,0.21625321551605556,2.384482364045583,1.6769833241377203,0.11810182490346156
142,4.623702624700667,150.0,0.0,2.975884354595298,1.5537238930541244,0.055555538266544434
143,0.7194513242078153,100.0,0.0,0.5831330192323753,1.2337687979920717,0.03612029622823079
147,3.2357895770775755,150.0,0.0,1.1024967022299423,2.9349653114905214,0.09253343855503324
148,3.843137878172441,100.0,0.0,5.006442254789776,0.7676385110595503,0.023641290717993726
149,0.599977840956226,100.0,0.0,0.18227513415533103,3.2916055376206033,0.09121166602954602
153,0.5302131452505833,250.0,1.0,2.647917807910326,0.20023776556305384,0.341059819097067
154,1.9679932788998296,200.0,0.3606481767428828,0.1480424463705116,13.2934393287075,0.4889093113609866
155,5.076922482776878,150.0,0.06118080038917381,2.4994944067743927,2.0311797734041206,0.08669198698208092
158,1.5178144399238764,100.0,0.0,0.6116326025435808,2.4815787020047337,0.06952603514808037
159,8.246369702837034,200.0,0.05868652067987775,1.4875846208851438,5.54346259504234,0.1908423367970487
161,47.66672363811443,200.0,0.16965076832573278,8.708098825748367,5.473838158240929,0.22226766070000442
162,9.382583575721743,160.0,0.30821182271646075,1.715478353190779,5.469368679744747,0.2550206702138096
163,27.858011141690234,375.0,0.24385988635926598,4.928690809941671,5.652213177076921,0.2873492406265603
164,1.4615539700349758,100.0,0.0,0.07805967564644332,18.723546542196903,0.5043478260869565
